"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,Set code,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID,Scryfall ID
"Oculus Whelp","Creature - Phyrexian Dragon",Bleu,Commune,"Donato Giancola",3,2,(3)(U),4,2,0,0,$0.10,$0.26,69,"March of the Machine",MOM,84165,0,,0,"","","",491364,704336,58b35399-79af-49fa-989e-867a85320cc2
"Odric, Master Tactician","Legendary Creature - Human Soldier",Blanc,Rare,"Michael Komarck",3,4,(2)(W)(W),4,1,0,0,$0.35,$0.35,90,"Midnight Hunt Commander",MIC,68958,539351,,0,"","","",248615,575370,d09b2e71-a576-46ed-9275-26339416b8c5
"Oil-Gorger Troll","Creature - Phyrexian Troll Warrior",Vert,Commune,"Dave Kendall",3,4,(3)(G)(G),5,1,0,0,$0.02,$0.03,177,"Phyrexia: All Will Be One",ONE,83069,0,,0,"","","",479560,694769,78493579-1fad-4664-96d7-195bf59ceef2
"Omen Hawker","Creature - Cephalid Advisor",Bleu,Peu commune,"Josh Hass",1,1,(U),1,1,0,0,$0.14,$0.18,70,"March of the Machine",MOM,84166,0,,0,"","","",490587,704019,d0749c3c-e3f7-4c96-8c5b-4fd2401544c4
"Omnath, Locus of All","Legendary Creature - Phyrexian Elemental",Multi-couleurs,Rare,"Jessica Rossier",4,4,(W)(U)(BP)(R)(G),5,1,0,0,$1.29,$5.10,313,"March of the Machine Collectors",MOM,84485,0,,0,"","","",484575,697954,5b998493-d2c5-48dd-8d0c-b63b6795acf6
"Onakke Javelineer","Creature - Ogre Spirit",Rouge,Commune,"Joseph Weston",5,4,(4)(R),5,2,0,0,$0.05,$0.12,156,"March of the Machine",MOM,84272,0,,0,"","","",0,704805,e5446057-7330-40b9-a5d9-bad4876337cd
"Oracle of Tragedy","Creature - Human Wizard",Bleu,Peu commune,"Pavel Kolomeyets",1,3,(1)(U),2,2,0,0,$0.12,$0.16,71,"March of the Machine",MOM,84167,0,,0,"","","",490602,704020,e1d2aa39-b876-4136-8e16-5272a8083235
"Orca, Siege Demon","Legendary Creature - Demon",Multi-couleurs,Rare,"Daarken",5,5,(5)(B)(R),7,1,0,0,$0.21,$0.43,37,"Dominaria United Commander",DMC,77444,597913,,0,"","","",283105,671796,8511fc1e-cff2-4d6c-b9c3-0a7f70ac3528
"Orchard Strider","Creature - Treefolk",Vert,Commune,"Raoul Vitale",6,4,(4)(G)(G),6,1,0,0,$0.04,$0.12,169,"Modern Horizons 2",MH2,65540,522245,,0,"","","",239811,566423,386da156-59cd-4b96-9276-a7cb2ddd0421
"Order of the Alabaster Host","Creature - Phyrexian Knight",Multi-couleurs,Commune,"Andrew Mar",3,3,,2,4,0,0,$0.09,$0.10,72,"March of the Machine",MOM,84169,0,,0,"","","",491762,704755,103295ed-5ddc-4528-8848-4fd2cfec4b88
"Order of the Mirror","Creature - Human Knight",Bleu,Commune,"Andrew Mar",2,1,(1)(U),2,4,0,0,$0.09,$0.10,72,"March of the Machine",MOM,84168,0,,0,"","","",491762,704755,103295ed-5ddc-4528-8848-4fd2cfec4b88
"Organ Hoarder","Creature - Zombie",Bleu,Commune,"Nicholas Gregory",3,2,(3)(U),4,1,0,0,$0.04,$0.13,66,"Innistrad: Midnight Hunt",MID,68515,534830,,0,"","","",248138,574942,9716d384-88d1-415e-882f-7fed9be1adc6
"Orthodoxy Enforcer","Creature - Phyrexian Cleric",Blanc,Commune,"Xavier Ribeiro",2,4,(3)(W),4,1,0,0,$0.03,$0.07,25,"Phyrexia: All Will Be One",ONE,82917,0,,0,"","","",479586,694714,8c938a0f-531c-4293-a89c-c7440d5acc5d
"Orzhov Advokist","Creature - Human Advisor",Blanc,Peu commune,"Jason A. Engle",1,4,(2)(W),3,1,0,0,$0.19,$0.19,91,"Midnight Hunt Commander",MIC,68959,539352,,0,"","","",248593,575371,0cf0aff6-ad6f-4475-b714-6b4afce7d868
"Ossification","Enchantment - Aura",Blanc,Peu commune,"Nino Vecia",0,0,(1)(W),2,3,0,0,$0.31,$0.70,26,"Phyrexia: All Will Be One",ONE,82918,0,,0,"","","",478426,693227,0da03224-c1af-438f-96c2-b0e41e1070b7
"Otherworldly Gaze","Instant",Bleu,Commune,"Chris Cold",0,0,(U),1,1,0,0,$0.25,$0.59,67,"Innistrad: Midnight Hunt",MID,68516,534831,,0,"","","",248292,575026,9cebee20-869e-45ed-9ddc-843faf4032ad
"Overcharged Amalgam","Creature - Zombie Horror",Bleu,Rare,"Mike Jordana",3,3,(2)(U)(U),4,1,0,0,$0.26,$0.26,729,"Commander Legends: Battle for Baldur's Gate",CLB,75101,567546,,0,"","","",273462,661806,4065a3c0-c5bd-4817-be7b-efcd750332b9
"Overloaded Mage-Ring","Artifact",Bleu,Peu commune,"Leon Tukker",0,0,,4,3,0,0,$0.14,$0.18,64,"March of the Machine",MOM,84159,0,,0,"","","",491207,704327,c0ef6737-8e85-42ca-8ee6-6a34f9462de3
"Oxidda Finisher","Creature - Ogre Rebel",Rouge,Peu commune,"Vladimir Krisetskiy",7,5,(5)(R)(R),7,2,0,0,$0.08,$0.08,143,"Phyrexia: All Will Be One",ONE,83035,0,,0,"","","",478691,693401,7177431e-5cc4-4ecd-8848-f51903289072
"Parallel Evolution","Sorcery",Vert,Rare,"Matt Cavotta",0,0,(3)(G)(G),5,1,0,0,$3.08,$3.08,187,"The List",PLIST,59750,0,,0,"","","",222482,498545,d298cb23-e025-4284-865e-0e55e115e69f
"Parcel Myr","Artifact Creature - Clue Myr",Bleu,Commune,"Wisnu Tan",2,1,(1)(U),2,2,0,0,$0.12,$0.15,54,"Modern Horizons 2",MH2,65423,522130,,0,"","","",240389,566896,0f288ee5-4bf9-476a-a89f-b6b8fa7e87dc
"Patch Up","Sorcery",Blanc,Peu commune,"Scott Murphy",0,0,(2)(W),3,1,0,0,$0.21,$0.21,23,"Streets of New Capenna",SNC,72860,555224,,0,"","","",268910,652087,2ce30c92-c5f2-45d2-819e-177390bc26f5
"Path of Ancestry","Land",Sans couleur,Commune,"Alayna Danner",0,0,,0,1,0,0,$0.14,$0.14,907,"Commander Legends: Battle for Baldur's Gate",CLB,75283,567724,,0,"","","",273519,662101,43710f35-c43f-48bf-82e1-64ba5c3fa03e
"Path of Ancestry","Land",Sans couleur,Commune,"Alayna Danner",0,0,,0,1,0,0,$0.15,$0.15,178,"Midnight Hunt Commander",MIC,69046,539439,,0,"","","",248652,575481,2a8b1ff6-7d01-46b1-aaf0-2f2271fdeb5a
"Pestilent Syphoner","Creature - Phyrexian Insect",Noir,Commune,"Brian Valeza",1,1,(1)(B),2,2,0,0,$0.07,$0.21,103,"Phyrexia: All Will Be One",ONE,82995,0,,0,"","","",479610,694309,947a1e44-3485-4e24-a34d-6c318584743c
"Phantasmal Dreadmaw","Creature - Dinosaur Illusion",Bleu,Commune,"Jesper Ejsing",6,6,(2)(U)(U),4,1,0,0,$0.07,$0.12,55,"Modern Horizons 2",MH2,65424,522131,,0,"","","",239798,566364,a7f09ddb-0dec-47a7-92d4-efbeaf8cd85c
"Phoenix Chick","Creature - Phoenix",Rouge,Peu commune,"Brian Valeza",1,1,(R),1,2,0,0,$0.33,$0.87,140,"Dominaria United",DMU,76836,574620,,0,"","","",283127,671620,76bdc912-61da-428d-b0d7-3a38676a402a
"Phyrexian Archivist","Artifact Creature - Phyrexian Construct",Sans couleur,Commune,"Daniel Romanovsky",4,5,(6),6,1,0,0,$0.08,$0.08,262,"March of the Machine",MOM,84403,0,,0,"","","",491766,704898,93960b5e-b13c-4f7d-a826-8aad6bd210b4
"Phyrexian Arena","Enchantment",Noir,Rare,"Martina Fackova",0,0,(1)(B)(B),3,1,0,0,$2.91,$3.86,104,"Phyrexia: All Will Be One",ONE,82996,0,,0,"","","",478440,692771,54f69d43-de01-46a8-b102-b47e23e0e947
"Phyrexian Arena","Enchantment",Noir,Rare,"Martina Fackova",0,0,(1)(B)(B),3,1,1,0,$3.03,$3.03,283,"Phyrexia: All Will Be One",ONE,83175,0,,0,"","","",0,694789,3b18d219-efde-4cc0-b955-cb71ead88023
"Phyrexian Atlas","Artifact",Sans couleur,Commune,"Illustranesia",0,0,(3),3,1,0,0,$0.09,$0.16,237,"Phyrexia: All Will Be One",ONE,83129,0,,0,"","","",479634,694330,b5adb509-6ad3-4838-925d-1cafa926b83a
"Phyrexian Censor","Creature - Phyrexian Wizard",Blanc,Peu commune,"Alexey Kruglov",3,3,(2)(W),3,3,0,0,$0.45,$0.98,31,"March of the Machine",MOM,84118,0,,0,"","","",490680,704008,150e17b1-b9fd-4ec4-b305-19596fed14d1
"Phyrexian Espionage","Sorcery",Bleu,Commune,"Allen Douglas",0,0,(2)(U),3,1,0,0,$0.07,$0.08,60,"Dominaria United",DMU,76756,574540,,0,"","","",283265,672101,0b983366-385f-41a3-aa46-20151e68d140
"Phyrexian Gargantua","Creature - Phyrexian Horror",Noir,Peu commune,"Kevin Sidharta",4,4,(4)(B)(B),6,1,0,0,$0.10,$0.10,121,"March of the Machine",MOM,84228,0,,0,"","","",490537,704029,a2be7576-bea6-4c20-b594-a058115f7acf
"Phyrexian Missionary","Creature - Phyrexian Human Cleric",Blanc,Peu commune,"Mila Pesic",2,3,(1)(W),2,1,0,0,$0.19,$0.19,27,"Dominaria United",DMU,76723,574507,,0,"","","",283529,672441,7f22fcfa-a5f0-4fae-b578-cdfd7d46a4c8
"Phyrexian Obliterator","Creature - Phyrexian Horror",Noir,Mythique,"Maxim Kostin",5,5,(B)(B)(B)(B),4,1,0,0,$8.76,$9.44,105,"Phyrexia: All Will Be One",ONE,82997,0,,0,"","","",475505,689723,67a9c38b-6b3a-4056-a87c-fc48446f854f
"Phyrexian Pegasus","Creature - Phyrexian Pegasus",Blanc,Commune,"Carlos Palma Cruchaga",2,2,(2)(W),3,2,0,0,$0.22,$0.37,324,"March of the Machine",MOM,84434,0,,0,"","","",490431,703501,aa1200a1-8671-464f-ab3b-bfc1fb0d6ed8
"Phyrexian Rager","Creature - Phyrexian Horror",Noir,Commune,"Stephan Martiniere",2,2,(2)(B),3,1,0,0,$0.11,$0.11,766,"Commander Legends: Battle for Baldur's Gate",CLB,75138,567583,,0,"","","",273480,661908,41a530be-8527-46f9-b1e9-725915fd6d5e
"Phyrexian Rager","Creature - Phyrexian Horror",Noir,Commune,"Brock Grossman",2,2,(2)(B),3,1,0,0,$0.05,$0.09,99,"Dominaria United",DMU,76795,574579,,0,"","","",283486,672348,6fd574e7-705f-4a65-aad0-68ff6d63bf0f
"Phyrexian Revoker","Artifact Creature - Phyrexian Horror",Sans couleur,Rare,"Kev Walker",2,1,(2),2,1,0,0,$0.55,$0.55,868,"Commander Legends: Battle for Baldur's Gate",CLB,75244,567685,,0,"","","",273475,662063,d5ef9f3b-d6f8-4795-ba96-2f92b8792360
"Phyrexian Skyflayer","Creature - Phyrexian Artificer",Multi-couleurs,Peu commune,"Caio Monteiro",3,4,,3,1,0,0,$0.11,$0.11,143,"March of the Machine",MOM,84253,0,,0,"","","",490548,704036,73e92389-4bd2-492e-b4d6-d7cb6baedc41
"Phyrexian Vault","Artifact",Sans couleur,Peu commune,"Hannibal King",0,0,(3),3,1,0,0,$0.18,$0.18,1009,"The List",PLIST,83845,0,,0,"","","",480176,695306,636e07b7-5445-4fcf-ab44-4ea4325d7356
"Phyrexian Vivisector","Creature - Phyrexian Human",Noir,Commune,"Irina Nordsol",2,2,(1)(B),2,1,0,0,$0.10,$0.19,100,"Dominaria United",DMU,76796,574580,,0,"","","",283648,672668,65617a8f-4bd8-4edb-b5ec-e20b4482390b
"Phyrexian Warhorse","Creature - Phyrexian Horse",Noir,Commune,"Chris Cold",3,3,(3)(B),4,1,0,0,$0.02,$0.10,101,"Dominaria United",DMU,76797,574581,,0,"","","",283501,672349,f42167ef-7858-4c66-b1bc-41c3288a8ee8
"Piercing Rays","Sorcery",Blanc,Commune,"Bryan Sola",0,0,(1)(W),2,1,0,0,$0.07,$0.11,24,"Modern Horizons 2",MH2,65393,522100,,0,"","","",240431,566890,eaeb9fd0-c46a-4246-838f-a5b7a8ea8eef
"Pilfer","Sorcery",Noir,Peu commune,"Pauline Voss",0,0,(1)(B),2,1,0,0,$0.10,$0.12,102,"Dominaria United",DMU,76798,574582,,0,"","","",283145,671919,6d872c10-4126-4130-a74a-1331ed418ca8
"Piru, the Volatile","Legendary Creature - Elder Dragon",Multi-couleurs,Rare,"Greg Staples",7,7,(2)(R)(R)(W)(W)(B)(B),8,1,0,0,$0.18,$0.63,207,"Modern Horizons 2",MH2,65578,522283,,0,"","","",239817,566429,6e82d946-1efb-4253-84ab-93c88d2d1d84
"Pixie Illusionist","Creature - Faerie Wizard",Bleu,Commune,"Anastasia Ovchinnikova",1,1,(U),1,1,0,0,$0.02,$0.04,61,"Dominaria United",DMU,76757,574541,,0,"","","",283621,672655,171bfcb2-dd43-4d63-b2e2-6ca594c2ec40
"Placid Rottentail","Creature - Fungus Rabbit",Vert,Commune,"Filip Burburan",1,1,(G),1,2,0,0,$0.10,$0.16,199,"March of the Machine",MOM,84325,0,,0,"","","",491331,704391,7a87c5d2-3ebc-442b-8618-963cfc63855f
"Plague Nurse","Creature - Phyrexian Cleric",Vert,Commune,"Marcela Bolívar",3,4,(3)(G),4,3,0,0,$0.08,$0.13,179,"Phyrexia: All Will Be One",ONE,83071,0,,0,"","","",479092,694179,5e7eef9e-68ae-4743-ad89-64f6fafbe365
"Plague Spitter","Creature - Phyrexian Horror",Noir,Peu commune,"Chippy",2,2,(2)(B),3,1,0,0,$0.30,$0.30,767,"Commander Legends: Battle for Baldur's Gate",CLB,75139,567584,,0,"","","",273481,661909,a82559e5-110b-4c6a-956a-7cba83788dc8
"Plains","Basic Land - Plains",Sans couleur,Commune,"Dan Mumford",0,0,,0,2,2,0,$2.77,$2.77,365,"Phyrexia: All Will Be One Collectors",ONE,83262,0,,0,"","","",0,692721,3e82b57f-a886-4423-a921-9932055feb68
"Planar Disruption","Enchantment - Aura",Blanc,Commune,"Campbell White",0,0,(1)(W),2,1,0,0,$0.11,$0.18,28,"Phyrexia: All Will Be One",ONE,82920,0,,0,"","","",478832,693897,8ee69a1f-aeed-4eb4-8987-fa720fc99715
"Plated Kilnbeast","Creature - Phyrexian Beast",Multi-couleurs,Commune,"Jokubas Uogintas",7,5,,5,1,0,0,$0.04,$0.16,178,"March of the Machine",MOM,84297,0,,0,"","","",0,704816,61972ddb-3421-4f22-a47a-89cea944dd02
"Plated Onslaught","Instant",Blanc,Peu commune,"David Auden Nash",0,0,(3)(W)(W),5,1,0,0,$0.07,$0.13,29,"Phyrexia: All Will Be One",ONE,82921,0,,0,"","","",479584,694715,472a635a-a581-4c00-89d6-464f30887944
"Polluted Delta","Land",Sans couleur,Rare,"Vincent Proce",0,0,,0,1,0,0,$32.55,$53.69,239,"Khans of Tarkir",KTK,31460,386627,,0,"","","",92829,269126,ff2f5f58-9a95-4ca6-93a0-813738f0072f
"Porcelain Zealot","Creature - Phyrexian Soldier",Blanc,Peu commune,"Krharts",2,3,(3)(W),4,2,0,0,$0.10,$0.11,30,"Phyrexia: All Will Be One",ONE,82922,0,,0,"","","",479367,694156,0409bacf-b728-473d-bf9b-41fdf364e783
"Port of Karfell","Land",Sans couleur,Peu commune,"Mauricio Calle",0,0,,0,1,0,0,$0.12,$0.12,908,"Commander Legends: Battle for Baldur's Gate",CLB,75284,567725,,0,"","","",273520,662102,62711f58-c52e-4493-b641-a77352bd4ff8
"Portent Tracker","Creature - Satyr Scout",Vert,Commune,"Caroline Gariba",1,1,(1)(G),2,3,0,0,$0.11,$0.13,201,"March of the Machine",MOM,84328,0,,0,"","","",491737,704888,bc6104d4-d0af-40da-8227-14243d778e96
"Portrait of Michiko","Enchantment Creature - Human Noble",Blanc,Peu commune,"Volkan Baǵa",0,0,,2,1,0,0,$0.12,$0.29,29,"Kamigawa: Neon Dynasty",NEO,71577,548322,,0,"","","",261980,607003,74f12c23-5c15-4ae6-8f4d-c5e6c1878817
"Predation Steward","Creature - Phyrexian Elf Warrior",Vert,Commune,"Aaron J. Riley",2,2,(1)(G),2,3,0,0,$0.08,$0.08,180,"Phyrexia: All Will Be One",ONE,83072,0,,0,"","","",479575,694770,419fab07-f921-4eff-91e2-1974ae121077
"Preening Champion","Creature - Bird Knight",Bleu,Commune,"Alix Branwyn",2,2,(2)(U),3,1,0,0,$0.04,$0.27,73,"March of the Machine",MOM,84170,0,,0,"","","",491748,704776,44178ece-af31-4a94-88bc-c9ce43bb4573
"Primordial Plasm","Creature - Ooze",Vert,Peu commune,"Adam Paquette",4,4,,5,2,0,0,$0.11,$0.12,192,"March of the Machine",MOM,84316,0,,0,"","","",490549,704046,93345804-dda4-42a2-84d4-8fcd376dd2d4
"Prizefight","Instant",Vert,Commune,"Deruchenko Alexander",0,0,(1)(G),2,1,0,0,$0.12,$0.21,154,"Streets of New Capenna",SNC,72991,555355,,0,"","","",269112,652199,544c810b-5f90-4535-aa76-14f8c6b9428a
"Probe","Sorcery",Bleu,Commune,"Eric Peterson",0,0,(2)(U),3,1,0,0,$0.10,$0.10,832,"The List",PLIST,77161,0,,0,"","","",284414,673887,0a396152-0b6d-4b5e-8dcd-4d77df0b7ae4
"Progenitor Exarch","Creature - Phyrexian Cat Cleric",Blanc,Rare,"Marie Magny",1,2,(X)(X)(W),1,2,0,0,$0.42,$0.60,32,"March of the Machine",MOM,84119,0,,0,"","","",491246,704291,f86f7d03-ce71-498d-9dc5-2bd853ac0eae
"Prosthetic Injector","Artifact - Equipment",Sans couleur,Peu commune,"Zezhou Chen",0,0,(1),1,1,0,0,$0.09,$0.11,239,"Phyrexia: All Will Be One",ONE,83131,0,,0,"","","",478737,693411,75a1beec-bafe-4243-b91e-040a88fb0e95
"Protect the Negotiators","Instant",Bleu,Peu commune,"Dominik Mayer",0,0,(1)(U),2,2,0,0,$0.15,$0.21,62,"Dominaria United",DMU,76758,574542,,0,"","","",283121,671607,bb6db604-8bbe-4719-88bd-f3cad8c4725d
"Protocol Knight","Creature - Human Knight",Bleu,Commune,"Volkan Baǵa",3,4,(3)(U),4,2,0,0,$0.05,$0.09,74,"March of the Machine",MOM,84171,0,,0,"","","",491305,704339,af6cb380-0b4d-4870-abef-928eb63e1702
"Psionic Ritual","Sorcery",Bleu,Rare,"Aaron J. Riley",0,0,(4)(U)(U),6,1,0,0,$0.12,$0.12,668,"Commander Legends: Battle for Baldur's Gate",CLB,75038,567233,,0,"","","",273527,661294,9eb36d21-0136-4fee-a348-92a99b7c5305
"Psychic Symbiont","Creature - Nightmare Horror",Multi-couleurs,Peu commune,"Robbie Trevino",3,3,(4)(U)(B),6,1,0,0,$0.08,$0.08,266,"Double Masters 2022",2X2,76156,571599,,0,"","","",276659,664893,1145d817-9c84-4acd-977c-fe00325568fd
"Psychosis Crawler","Artifact Creature - Phyrexian Horror",Sans couleur,Rare,"Stephan Martiniere",0,0,(5),5,1,0,0,$0.16,$0.16,869,"Commander Legends: Battle for Baldur's Gate",CLB,75245,567686,,0,"","","",273476,662064,fbe2c9e8-e35a-47a4-bcad-7c1c16dcdfcf
"Public Enemy","Enchantment - Aura",Bleu,Peu commune,"Dominik Mayer",0,0,(2)(U),3,1,0,0,$0.24,$0.26,55,"Streets of New Capenna",SNC,72892,555256,,0,"","","",268772,651698,0e69ba61-8c16-4112-9601-fac978b88667
"Pull from Tomorrow","Instant",Bleu,Rare,"Sara Winters",0,0,(X)(U)(U),2,1,0,0,$0.49,$0.49,731,"Commander Legends: Battle for Baldur's Gate",CLB,75103,567548,,0,"","","",273490,661874,d3d91bf6-25c7-4478-854a-e35290b6b049
"Pyretic Prankster","Creature - Devil",Rouge,Commune,"Francis Tneh",2,1,(1)(R),2,2,0,0,$0.07,$0.21,157,"March of the Machine",MOM,84273,0,,0,"","","",0,704806,0ee40c4b-2ca3-4cda-bc9e-451455c17adc
"Pyroclasm","Sorcery",Rouge,Rare,"John Matson",0,0,(1)(R),2,1,0,0,$0.33,$0.33,688,"The List",PLIST,72538,0,,0,"","","",262920,609551,800fd385-529d-40c7-b320-9dfd6b2f6f51
"Queen Allenal of Ruadach","Legendary Creature - Elf Noble",Multi-couleurs,Peu commune,"Ekaterina Burmak",0,0,(G)(W)(W),3,1,0,0,$0.13,$0.19,210,"Dominaria United",DMU,76906,574690,,0,"","","",283177,671926,b44b4e8b-7675-4c6a-a16a-92f8b6a0259f
"Queen Allenal of Ruadach","Legendary Creature - Elf Noble",Multi-couleurs,Peu commune,"Carly Mazur",0,0,(G)(W)(W),3,3,0,0,$0.09,$0.18,309,"Dominaria United Collectors",DMU,77011,578062,,0,"","","",283185,672385,d4101cf9-4e05-414a-843e-b2fda0db917c
"Queza, Augur of Agonies","Legendary Creature - Cephalid Advisor",Multi-couleurs,Peu commune,"Julie Dillon",3,4,(1)(W)(U)(B),4,1,0,0,$0.08,$0.16,326,"Streets of New Capenna Collectors",SNC,73169,558724,,0,"","","",268825,651721,8be62891-93fa-4642-ad44-8c8695a9c960
"Quicksilver Fisher","Creature - Phyrexian Drake",Bleu,Commune,"Sidharth Chaturvedi",4,3,(3)(U)(U),5,2,2,0,$0.11,$0.11,430,"Phyrexia: All Will Be One Collectors",ONE,83322,0,,0,"","","",478997,693870,05ae222b-5fe0-4110-8a45-f47a6bff63f7
"Quirion Beastcaller","Creature - Dryad Warrior",Vert,Rare,"Valera Lutfullina",2,2,(1)(G),2,1,0,0,$0.71,$1.11,175,"Dominaria United",DMU,76871,574655,,0,"","","",283418,672322,2a501319-59a7-45d4-a6ca-666276095f87
"Racers' Ring","Land",Sans couleur,Commune,"Sam White",0,0,,0,1,0,0,$0.04,$0.11,253,"Streets of New Capenna",SNC,73090,555454,,0,"","","",268320,651379,2a11bdb2-a269-4038-85f3-69fbd02982e9
"Racers' Ring","Land",Sans couleur,Commune,"David Curtis",0,0,,0,1,0,0,$0.04,$0.16,352,"Streets of New Capenna Collectors",SNC,73195,559237,,0,"","","",268395,651387,baa5d34b-b052-47f4-95e1-42a9c2d21cdf
"Radha, Coalition Warlord","Legendary Creature - Elf Warrior",Multi-couleurs,Peu commune,"Randy Vargas",3,3,(2)(R)(G),4,3,0,0,$0.09,$0.12,211,"Dominaria United",DMU,76907,574691,,0,"","","",283548,672697,2cec235e-7ce0-4947-b221-a555b2c865bd
"Radha, Coalition Warlord","Legendary Creature - Elf Warrior",Multi-couleurs,Peu commune,"Carly Mazur",3,3,(2)(R)(G),4,2,0,0,$0.04,$0.10,310,"Dominaria United Collectors",DMU,77012,578063,,0,"","","",283549,672618,86a42355-ead5-48b9-813a-1e9be9a45747
"Radha's Firebrand","Creature - Human Warrior",Rouge,Rare,"Ângelo Bortolini",3,1,(1)(R),2,1,0,0,$0.11,$0.18,141,"Dominaria United",DMU,76837,574621,,0,"","","",282790,671366,ae8a90c4-4a79-49e7-9fab-076b35d28adb
"Raff, Weatherlight Stalwart","Legendary Creature - Human Wizard",Multi-couleurs,Peu commune,"Eelis Kyttanen",1,3,(W)(U),2,1,0,0,$0.05,$0.18,212,"Dominaria United",DMU,76908,574692,,0,"","","",282778,671384,cc0cba4c-d9f0-421f-acf4-ab1adcd59c80
"Raff, Weatherlight Stalwart","Legendary Creature - Human Wizard",Multi-couleurs,Peu commune,"Ivan Shavrin",1,3,(W)(U),2,3,0,0,$0.10,$0.23,311,"Dominaria United Collectors",DMU,77013,578064,,0,"","","",282779,671542,3d1ed3b1-9c7d-44ff-8f0a-2a7a08313863
"Raff, Weatherlight Stalwart","Legendary Creature - Human Wizard",Multi-couleurs,Peu commune,"Ivan Shavrin",1,3,(W)(U),2,1,1,0,$0.33,$0.33,352,"Dominaria United Collectors",DMU,77054,577857,,0,"","","",283201,671992,ecf938c0-b32f-4780-b628-457874eae638
"Raff, Weatherlight Stalwart","Legendary Creature - Human Wizard",Multi-couleurs,Peu commune,"Nino Vecia",1,3,(W)(U),2,2,0,0,$0.15,$0.27,56,"Multiverse Legends",MUL,84590,0,,0,"","","",491425,704980,651c3dd6-e1a8-4a65-a200-f86d308570ac
"Ragavan, Nimble Pilferer","Legendary Creature - Monkey Pirate",Rouge,Mythique,"Simon Dominic",2,1,(R),1,1,0,0,$67.44,$99.38,138,"Modern Horizons 2",MH2,65509,522214,,0,"","","",239857,566480,a9738cda-adb1-47fb-9f4c-ecd930228c4d
"Ragefire Hellkite","Creature - Dragon",Rouge,Rare,"Xavier Ribeiro",5,3,(4)(R)(R),6,1,0,0,$0.16,$0.59,285,"Dominaria United",DMU,76981,577781,,0,"","","",282841,672402,23ccd68d-0162-4a4c-892e-1726b8b28612
"Rakish Revelers","Creature - Elf Druid Rogue",Multi-couleurs,Commune,"Benjamin Ee",5,3,(2)(R)(G)(W),5,1,0,0,$0.04,$0.08,328,"Streets of New Capenna Collectors",SNC,73171,558726,,0,"","","",268740,651873,2258b7b6-e679-4fcf-9cfe-2ff01a8996dc
"Ral's Reinforcements","Sorcery",Rouge,Commune,"Nils Hamm",0,0,(1)(R),2,1,0,0,$0.10,$0.15,158,"March of the Machine",MOM,84275,0,,0,"","","",491472,704379,74d0bb76-075c-49d7-9afb-e5bcf5b654f7
"Rampaging Geoderm","Creature - Dinosaur Beast",Multi-couleurs,Peu commune,"Randy Vargas",3,3,(2)(R)(G),4,2,0,0,$0.12,$0.14,251,"March of the Machine",MOM,84392,0,,0,"","","",491192,704463,a973e70f-9e3e-47a3-94b9-7bb8a198a438
"Ranger Class","Enchantment - Class",Vert,Rare,"Suzanne Helmigh",0,0,(1)(G),2,4,4,0,$0.53,$0.53,202,"Adventures in the Forgotten Realms Promos",PAFR,67664,0,,0,"","","",244555,572491,a07b06a6-b7ef-45da-beb3-5479dc7fdb0a
"Ratadrabik of Urborg","Legendary Creature - Zombie Wizard",Multi-couleurs,Rare,"Nino Vecia",3,3,(2)(W)(B),4,1,0,0,$0.38,$0.54,312,"Dominaria United Collectors",DMU,77014,578065,,0,"","","",283164,672284,50ebcd93-672f-404a-8e4d-28713e9e611b
"Ravenous Chupacabra","Creature - Beast Horror",Noir,Peu commune,"Daarken",2,2,(2)(B)(B),4,1,0,0,$0.32,$0.32,770,"Commander Legends: Battle for Baldur's Gate",CLB,75142,567587,,0,"","","",273482,661912,e3de4804-d330-403a-9ab0-e8be78655618
"Ravenous Sailback","Creature - Dinosaur",Vert,Peu commune,"Andrew Mar",3,4,(4)(G),5,1,0,0,$0.13,$0.14,202,"March of the Machine",MOM,84329,0,,0,"","","",490495,703495,a225cb30-9f3e-4cfa-bdd6-a7c73c95ea2b
"Ravenous Squirrel","Creature - Squirrel",Multi-couleurs,Peu commune,"Dan Scott",1,1,({)(B)(/)(G)(}),1,1,0,0,$0.21,$0.25,211,"Modern Horizons 2",MH2,65582,522287,,0,"","","",239442,565927,9f44a15c-1bb4-4fb8-88a0-e4d3f2dee1b4
"Razortide Bridge","Artifact Land",Sans couleur,Commune,"Rob Alexander",0,0,,0,1,0,0,$0.18,$0.37,252,"Modern Horizons 2",MH2,65624,522328,,0,"","","",239719,566274,e7ea7395-430e-4036-92c9-17a850ec2371
"Razorverge Thicket","Land",Sans couleur,Rare,"Randy Gallegos",0,0,,0,1,0,0,$2.26,$2.83,257,"Phyrexia: All Will Be One",ONE,83149,0,,0,"","","",478313,692392,65b26f68-3a25-4c4e-bc76-a199ab479a50
"Realmbreaker, the Invasion Tree","Legendary Artifact",Sans couleur,Rare,"Kekai Kotaki",0,0,(3),3,1,0,0,$0.85,$1.69,263,"March of the Machine",MOM,84404,0,,0,"","","",490395,703470,7b608134-cfc3-48bf-92d8-35d732fcde54
